Census year,CLUE small area,Trading name,Industry (ANZSIC4) description,Seating type,Number of seats,Longitude,Latitude
2022,West Melbourne (Residential),Warung Agus,Cafes and Restaurants,Seats - Indoor,60,144.9513761,-37.80564242
2022,West Melbourne (Residential),Embassy Cafe,Cafes and Restaurants,Seats - Outdoor,24,144.9477899,-37.80811111
2022,West Melbourne (Residential),Taiwan Cafe Melbourne,Cafes and Restaurants,Seats - Indoor,20,144.9493776,-37.80845206
2022,West Melbourne (Residential),The Drunken Poet,"Pubs, Taverns and Bars",Seats - Indoor,50,144.9554973,-37.80666768
2022,West Melbourne (Residential),Hello Jose,Cafes and Restaurants,Seats - Outdoor,30,144.9555841,-37.80619762
2022,West Melbourne (Residential),Fuumi Fuumi,Cafes and Restaurants,Seats - Indoor,20,144.9506451,-37.80905675
2022,West Melbourne (Residential),The Studio Beans,Cafes and Restaurants,Seats - Outdoor,6,144.9485576,-37.81021824
2022,Kensington,Kensington Canteen,Cafes and Restaurants,Seats - Indoor,30,144.9299003,-37.79960343
2022,Kensington,Grounded House,Cafes and Restaurants,Seats - Outdoor,4,144.9294572,-37.79457602
2022,East Melbourne,The Catholic Leadership Centre,Religious Services,Seats - Indoor,600,144.9905606,-37.81058384
2022,East Melbourne,East Melbourne General Store,Supermarket and Grocery Stores,Seats - Outdoor,14,144.988712,-37.81481811
2022,East Melbourne,The Grey Smith,Cafes and Restaurants,Seats - Indoor,28,144.985961,-37.81622383
2022,East Melbourne,Geppetto Trattoria,Cafes and Restaurants,Seats - Outdoor,6,144.9874272,-37.81636294
2022,East Melbourne,Life's Too Short Bar,"Pubs, Taverns and Bars",Seats - Outdoor,10,144.9856242,-37.81004733
2022,East Melbourne,Hotel Pullman on The Park,Accommodation,Seats - Indoor,200,144.9834985,-37.8158231
2022,East Melbourne,My Sushi Japanese Cafe,Cafes and Restaurants,Seats - Indoor,22,144.9848349,-37.81608712
2022,East Melbourne,Solah,Cafes and Restaurants,Seats - Indoor,44,144.9799794,-37.80919444
2022,East Melbourne,Cafe Ecco,Cafes and Restaurants,Seats - Indoor,200,144.9736193,-37.8084963
2022,East Melbourne,Mr Tod,Cafes and Restaurants,Seats - Indoor,70,144.9757458,-37.81162279
2022,East Melbourne,Mugs Alley,Cafes and Restaurants,Seats - Outdoor,22,144.9759449,-37.81647146
2022,Melbourne (Remainder),Edwin's Cafe,Cafes and Restaurants,Seats - Outdoor,24,144.982456,-37.82484857
2022,Melbourne (Remainder),Earl Canteen,Cafes and Restaurants,Seats - Indoor,12,144.9759379,-37.83587082
2022,Melbourne (Remainder),Earl Canteen,Cafes and Restaurants,Seats - Outdoor,13,144.9759379,-37.83587082
2022,Melbourne (Remainder),Dingo Ate My Taco,Takeaway Food Services,Seats - Indoor,12,144.9770437,-37.83774644
2022,Melbourne (Remainder),Tokyo Sushi Kitchen,Cafes and Restaurants,Seats - Outdoor,10,144.9770437,-37.83774644
2022,Melbourne (Remainder),Shuji Sushi,Cafes and Restaurants,Seats - Outdoor,18,144.9798706,-37.84555711
2022,Melbourne (Remainder),Shuji Sushi,Cafes and Restaurants,Seats - Indoor,30,144.9798706,-37.84555711
2022,Melbourne (Remainder),Cafe La Colline,Cafes and Restaurants,Seats - Indoor,18,144.9798706,-37.84555711
2022,Melbourne (Remainder),Cafe La Colline,Cafes and Restaurants,Seats - Outdoor,34,144.9798706,-37.84555711
2022,Southbank,Urban Central Accommodation,Accommodation,Seats - Indoor,50,144.9573513,-37.82783772
2022,Southbank,Cafe Godot,Cafes and Restaurants,Seats - Indoor,20,144.9660716,-37.82539897
2022,Southbank,Ayams Chef,Cafes and Restaurants,Seats - Outdoor,8,144.9679588,-37.82998243
2022,Southbank,Commune Wine,Cafes and Restaurants,Seats - Indoor,50,144.9663031,-37.82071821
2022,Southbank,Jarrah Restaurant & Bar,Cafes and Restaurants,Seats - Indoor,85,144.9671087,-37.82038213
2022,Melbourne (Remainder),Locale Coffee,Takeaway Food Services,Seats - Indoor,4,144.9792887,-37.84459258
2022,Docklands,Hooks At The Yarra,Cafes and Restaurants,Seats - Indoor,60,144.9474808,-37.82484035
2022,Docklands,Hooks At The Yarra,Cafes and Restaurants,Seats - Outdoor,60,144.9474808,-37.82484035
2022,Docklands,Corniche,Cafes and Restaurants,Seats - Indoor,100,144.9432024,-37.82430946
2022,Docklands,Corniche,Cafes and Restaurants,Seats - Outdoor,50,144.9432024,-37.82430946
2022,Port Melbourne,Bolte Cafe & Kebab,Cafes and Restaurants,Seats - Outdoor,24,144.9309905,-37.82204522
2022,Port Melbourne,Black Jack Cafe,Cafes and Restaurants,Seats - Outdoor,32,144.9208732,-37.82605979
2022,Port Melbourne,Degani Bakery Cafe,Cafes and Restaurants,Seats - Outdoor,40,144.9208732,-37.82605979
2022,Port Melbourne,Sabre Cafe,Cafes and Restaurants,Seats - Indoor,56,144.9063357,-37.82797662
2022,Southbank,Thailander Riverside Quay,Cafes and Restaurants,Seats - Indoor,52,144.9633741,-37.82092447
2022,Southbank,Baci,Cafes and Restaurants,Seats - Indoor,120,144.9583299,-37.8231616
2022,Southbank,Ging Thai,Cafes and Restaurants,Seats - Indoor,100,144.9583299,-37.8231616
2022,Southbank,Café Orr,Cafes and Restaurants,Seats - Outdoor,8,144.9523193,-37.82542999
2022,Southbank,KFC,Cafes and Restaurants,Seats - Indoor,75,144.9584422,-37.82540403
2022,Southbank,Crown Metropol,Accommodation,Seats - Indoor,60,144.9584422,-37.82540403
2022,Southbank,Broad Bean Organic Grocer,Fruit and Vegetable Retailing,Seats - Indoor,12,144.9665558,-37.8224207
2022,Southbank,Saporito Taquito,Cafes and Restaurants,Seats - Indoor,50,144.9662583,-37.82261356
2022,Melbourne (Remainder),Tea rooms and Terrace Royal Botanic Gardens,Cafes and Restaurants,Seats - Indoor,200,144.9812819,-37.82952121
2022,Melbourne (Remainder),My Serendipity Cafe,Cafes and Restaurants,Seats - Indoor,18,144.9828162,-37.8465703
2022,Parkville,Parkside,Cafes and Restaurants,Seats - Outdoor,48,144.958563,-37.78492857
2022,Parkville,Mornin Vietnam,Cafes and Restaurants,Seats - Indoor,35,144.958563,-37.78492857
2022,Parkville,Cafe Piccolina,Cafes and Restaurants,Seats - Indoor,24,144.9556721,-37.79525072
2022,Parkville,Naughtons Parkville Hotel,"Pubs, Taverns and Bars",Seats - Outdoor,70,144.957532,-37.79554429
2022,Docklands,Ichi Maki,Takeaway Food Services,Seats - Indoor,12,144.9510169,-37.81380704
2022,Docklands,Hungry Jack's,Cafes and Restaurants,Seats - Indoor,100,144.9522269,-37.81841173
2022,Docklands,Mad Mex,Cafes and Restaurants,Seats - Indoor,38,144.9522269,-37.81841173
2022,Docklands,Coffee Rush,Cafes and Restaurants,Seats - Indoor,8,144.9505641,-37.81450897
2022,Docklands,Potto,Cafes and Restaurants,Seats - Indoor,22,144.9505641,-37.81450897
2022,Docklands,Peppers Docklands Hotel,Accommodation,Seats - Outdoor,16,144.9474926,-37.8148999
2022,Docklands,Mr Grazier,Cafes and Restaurants,Seats - Indoor,140,144.9493646,-37.81714507
2022,Docklands,Simply Indian,Cafes and Restaurants,Seats - Indoor,20,144.9473509,-37.81812972
2022,Docklands,The Nixon Hotel,"Pubs, Taverns and Bars",Seats - Indoor,150,144.947992,-37.81938088
2022,Docklands,Asuka Sushi,Cafes and Restaurants,Seats - Outdoor,18,144.950245,-37.81865754
2022,Docklands,Sergy Boy,Cafes and Restaurants,Seats - Outdoor,58,144.9514686,-37.82020119
2022,Docklands,Nine Elephants Thai Restaurant,Cafes and Restaurants,Seats - Indoor,38,144.9490689,-37.81920222
2022,Docklands,Merchant Society,Cafes and Restaurants,Seats - Outdoor,25,144.9434599,-37.82044558
2022,Docklands,Grain & Vine on Merchant,Cafes and Restaurants,Seats - Indoor,6,144.9434599,-37.82044558
2022,Docklands,Caffe Esc,Cafes and Restaurants,Seats - Outdoor,27,144.9457013,-37.82206262
2022,Docklands,Elements Cafe,Cafes and Restaurants,Seats - Indoor,128,144.9457013,-37.82206262
2022,Docklands,Sushi at the Dock,Cafes and Restaurants,Seats - Indoor,26,144.9445442,-37.82093978
2022,Docklands,DUCK ME,Cafes and Restaurants,Seats - Indoor,15,144.9402116,-37.8142881
2022,Docklands,Dohtonbori,Cafes and Restaurants,Seats - Outdoor,18,144.9379984,-37.81328752
2022,Docklands,Old Man Pho,Cafes and Restaurants,Seats - Outdoor,36,144.9379984,-37.81328752
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2023,Melbourne (CBD),Cuff,Cafes and Restaurants,Seats - Outdoor,20,144.963491,-37.81775835
2023,Melbourne (CBD),Maha Restaurant,Cafes and Restaurants,Seats - Outdoor,20,144.9625303,-37.81819307
2023,Melbourne (CBD),Cafe Andiamo,Cafes and Restaurants,Seats - Outdoor,68,144.9659027,-37.81706309
2023,Melbourne (CBD),Pastuso,Cafes and Restaurants,Seats - Indoor,170,144.9711555,-37.81600506
2023,Melbourne (CBD),Pho Nom,Cafes and Restaurants,Seats - Indoor,16,144.9557247,-37.81902009
2023,Melbourne (CBD),Brunetti City,Cafes and Restaurants,Seats - Indoor,300,144.9656508,-37.81635199
2023,Melbourne (CBD),Rush Sushi,Takeaway Food Services,Seats - Indoor,16,144.9726256,-37.81430518
2023,Melbourne (CBD),Southern Xross Kebabs,Takeaway Food Services,Seats - Indoor,17,144.9543508,-37.81867521
2023,Melbourne (CBD),The Bottom End,"Pubs, Taverns and Bars",Seats - Indoor,70,144.9556063,-37.81782616
2023,Melbourne (CBD),Saving Grace,Cafes and Restaurants,Seats - Indoor,50,144.9577987,-37.81719662
2023,Melbourne (CBD),Mitre Tavern,"Pubs, Taverns and Bars",Seats - Outdoor,120,144.9602885,-37.81680411
2023,Melbourne (CBD),Korean Healthy Food BBQ Box,Cafes and Restaurants,Seats - Indoor,36,144.95955,-37.81660736
2023,Melbourne (CBD),Blahnik Corporate Catering,Cafes and Restaurants,Seats - Indoor,48,144.9633005,-37.81557752
2023,Melbourne (CBD),Two Conversations,Takeaway Food Services,Seats - Outdoor,8,144.9633005,-37.81557752
2023,Melbourne (CBD),Sambar Restaurant,Cafes and Restaurants,Seats - Outdoor,12,144.9629953,-37.81569828
2023,Melbourne (CBD),Teppanyaki Inn,Cafes and Restaurants,Seats - Indoor,70,144.9674401,-37.81478624
2023,Melbourne (CBD),Mister Munro,Cafes and Restaurants,Seats - Indoor,100,144.9670808,-37.81446502
2023,Melbourne (CBD),Time-Lapse Brewers,Cafes and Restaurants,Seats - Indoor,21,144.956768,-37.81696668
2023,Melbourne (CBD),LE SHOPPE,Cafes and Restaurants,Seats - Indoor,15,144.9601098,-37.81596941
2023,Melbourne (CBD),Caffe E Torta,Cafes and Restaurants,Seats - Indoor,28,144.9639641,-37.81438774
2023,Melbourne (CBD),My Modern Fresh Tea & Yogurt,Takeaway Food Services,Seats - Indoor,4,144.9679681,-37.81310953
2023,Melbourne (CBD),Ikkai,Cafes and Restaurants,Seats - Indoor,38,144.9666196,-37.81373785
2023,Melbourne (CBD),Bar Ampere,"Pubs, Taverns and Bars",Seats - Indoor,78,144.9674365,-37.81353903
2023,Melbourne (CBD),Joy Cupcakes,Bakery Product Manufacturing (Non-factory based),Seats - Outdoor,18,144.9701094,-37.81281419
2023,Melbourne (CBD),San Telmo Restaurant,Cafes and Restaurants,Seats - Indoor,85,144.9724844,-37.81225382
2023,Melbourne (CBD),Pizza Pizza Pizza,Cafes and Restaurants,Seats - Indoor,25,144.9724844,-37.81225382
2023,Melbourne (CBD),Brightside Bagels,Cafes and Restaurants,Seats - Indoor,20,144.9553258,-37.81622899
2023,Melbourne (CBD),Chilangos,Cafes and Restaurants,Seats - Indoor,26,144.957392,-37.81531894
2023,Melbourne (CBD),Food Craft,Takeaway Food Services,Seats - Indoor,22,144.9599688,-37.81428631
2023,Melbourne (CBD),Chiki Chiki,Cafes and Restaurants,Seats - Outdoor,20,144.9627083,-37.81388773
2023,Melbourne (CBD),Superhiro,Cafes and Restaurants,Seats - Indoor,98,144.9650146,-37.8128466
2023,Melbourne (CBD),Lancemore Crossley Street Hotel,Accommodation,Seats - Indoor,32,144.9711096,-37.81102403
2023,Melbourne (CBD),Pho Thin,Cafes and Restaurants,Seats - Indoor,30,144.9610118,-37.81288038
2023,Melbourne (CBD),Top Tongue,Cafes and Restaurants,Seats - Outdoor,25,144.9610118,-37.81288038
2023,Melbourne (CBD),The Wanderer,Cafes and Restaurants,Seats - Indoor,150,144.9606878,-37.81304714
2023,Melbourne (CBD),Kirk's Wine Bar,Cafes and Restaurants,Seats - Outdoor,34,144.9613281,-37.81354352
2023,Melbourne (CBD),Mekong Vietnam,Cafes and Restaurants,Seats - Indoor,50,144.9647769,-37.8123928
2023,Melbourne (CBD),@T Ease,Cafes and Restaurants,Seats - Indoor,60,144.9666304,-37.81126816
2023,Melbourne (CBD),Yamato Japanese Restaurant,Cafes and Restaurants,Seats - Indoor,50,144.9695839,-37.81067064
2023,Melbourne (CBD),Kenny's Bakery Cafe,Cafes and Restaurants,Seats - Indoor,18,144.9707144,-37.81005723
2023,Melbourne (CBD),Ten Square Cafe,Cafes and Restaurants,Seats - Outdoor,20,144.960703,-37.81194748
2023,Melbourne (CBD),Schnitz,Cafes and Restaurants,Seats - Outdoor,76,144.9657251,-37.81067862
2023,Melbourne (CBD),Schnitz,Cafes and Restaurants,Seats - Indoor,90,144.9657251,-37.81067862
2023,Melbourne (CBD),Ippudo,Cafes and Restaurants,Seats - Outdoor,12,144.9657251,-37.81067862
2023,Melbourne (CBD),Roll Mi,Takeaway Food Services,Seats - Indoor,20,144.9699756,-37.80941503
2023,Melbourne (CBD),Poked,Takeaway Food Services,Seats - Indoor,8,144.970729,-37.80919615
2023,Melbourne (CBD),Perch Cafe,Cafes and Restaurants,Seats - Indoor,20,144.9549226,-37.81270724
2023,Melbourne (CBD),Hwajoo,Cafes and Restaurants,Seats - Indoor,40,144.955573,-37.81290462
2023,Melbourne (CBD),Ristretto Coffee,Cafes and Restaurants,Seats - Indoor,50,144.9684585,-37.80863588
2023,West Melbourne (Residential),baru,Cafes and Restaurants,Seats - Indoor,24,144.9532516,-37.81166291
2023,West Melbourne (Residential),Impresso Cafe,Cafes and Restaurants,Seats - Indoor,16,144.9535989,-37.81229605
2023,West Melbourne (Residential),City Of Melbourne Bowls Club Inc,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",Seats - Indoor,110,144.9544197,-37.81049114
2023,Melbourne (CBD),Little Chef,Cafes and Restaurants,Seats - Outdoor,8,144.9572292,-37.81067687
2023,Melbourne (CBD),Cherry Lane Espresso,Cafes and Restaurants,Seats - Indoor,42,144.9590794,-37.81042372
2023,Melbourne (CBD),Damiao Panda Fan,Cafes and Restaurants,Seats - Outdoor,20,144.9614224,-37.80952989
2023,Melbourne (CBD),Marche Board Game Cafe,Amusement and Other Recreational Activities n.e.c.,Seats - Indoor,75,144.9617488,-37.80919315
2023,Melbourne (CBD),B'Churrasco,Cafes and Restaurants,Seats - Indoor,180,144.9617488,-37.80919315
2023,Melbourne (CBD),Canto Melbourne,Cafes and Restaurants,Seats - Outdoor,3,144.9645887,-37.80821792
2023,Melbourne (CBD),Thailicious,Cafes and Restaurants,Seats - Indoor,52,144.9681751,-37.80752105
2023,Melbourne (CBD),Dropout Chai Wala,Cafes and Restaurants,Seats - Indoor,21,144.9674182,-37.8081753
2023,Melbourne (CBD),Top Tea,Cafes and Restaurants,Seats - Outdoor,8,144.9605218,-37.80918734
2023,Melbourne (CBD),Malaysian Laksa House,Cafes and Restaurants,Seats - Outdoor,16,144.9602155,-37.80856362
2023,Melbourne (CBD),Yoi,Cafes and Restaurants,Seats - Outdoor,36,144.9595688,-37.80904349
2023,Melbourne (CBD),Ichigo,Cafes and Restaurants,Seats - Indoor,100,144.9595688,-37.80904349
2023,Melbourne (CBD),Market Espresso & Trolley Hire,Cafes and Restaurants,Seats - Indoor,42,144.9576272,-37.80783257
2023,Melbourne (CBD),My Dumpling Meal,Cafes and Restaurants,Seats - Indoor,30,144.9599523,-37.80794069
2023,Melbourne (CBD),Hwadam BBQ,Cafes and Restaurants,Seats - Indoor,90,144.9603506,-37.80719822
2023,Docklands,Crowne Plaza Melbourne,Accommodation,Seats - Indoor,100,144.9550174,-37.82267039
2023,Carlton,Tokyo Lamington,Cafes and Restaurants,Seats - Indoor,24,144.9655339,-37.79670704
2023,Carlton,Master Lanzhou Noodle Express,Takeaway Food Services,Seats - Indoor,4,144.9648066,-37.79997346
2023,Carlton,University Cafe / Universita Bar Restaurant,Cafes and Restaurants,Seats - Outdoor,56,144.966838,-37.79947759
2023,Carlton,Agostino,Cafes and Restaurants,Seats - Indoor,90,144.9670417,-37.79838895
2023,Carlton,Tiamo,Cafes and Restaurants,Seats - Indoor,60,144.9670778,-37.79817988
2023,Carlton,Milk The Cow Licensed Fromagerie,Cafes and Restaurants,Seats - Outdoor,20,144.9671258,-37.79777441
2023,Carlton,Heartattack and Vine,Cafes and Restaurants,Seats - Indoor,50,144.9671481,-37.79764335
2023,Carlton,Taquito,"Pubs, Taverns and Bars",Seats - Outdoor,32,144.9692712,-37.79771074
2023,Carlton,Ballers Clubhouse,"Pubs, Taverns and Bars",Seats - Outdoor,20,144.9687075,-37.79750606
2023,Carlton,Gemma Simply Italian,Cafes and Restaurants,Seats - Indoor,55,144.9683843,-37.79752923
2023,Carlton,Vertue Coffee Roasters,Cafes and Restaurants,Seats - Outdoor,25,144.9683828,-37.79769238
2023,Carlton,Carlton Yacht Club Bar,"Pubs, Taverns and Bars",Seats - Outdoor,40,144.9673763,-37.79998581
2023,Carlton,Sultan's Express Curries,Takeaway Food Services,Seats - Indoor,10,144.9710396,-37.79604572
2023,Carlton,Al Dente Sapori,Cafes and Restaurants,Seats - Outdoor,12,144.9748012,-37.79638867
2023,Carlton,the Prince Alfred Rooftop and Bar,"Pubs, Taverns and Bars",Seats - Indoor,120,144.9622086,-37.80045759
2023,Carlton,KFC Carlton,Cafes and Restaurants,Seats - Indoor,22,144.9636422,-37.80062003
2023,Carlton,Rice Bar Not Only Rice,Cafes and Restaurants,Seats - Outdoor,40,144.9651041,-37.80077073
2023,Carlton,Subway Carlton,Takeaway Food Services,Seats - Outdoor,9,144.9641973,-37.80096179
2023,Carlton,Shooter McGavins,Cafes and Restaurants,Seats - Indoor,12,144.965624,-37.8008
2023,Carlton,Casa Del Gelato,Takeaway Food Services,Seats - Outdoor,15,144.966431,-37.80186971
2023,Carlton,Good Measure Melbourne,Cafes and Restaurants,Seats - Outdoor,30,144.9665049,-37.80109577
2023,Carlton,Dragon Hot Pot,Cafes and Restaurants,Seats - Indoor,46,144.9657699,-37.80081695
2023,Carlton,Nasi Lemak House,Takeaway Food Services,Seats - Outdoor,16,144.9656839,-37.80080695
2023,Carlton,Cairo Nights Restaurant & Bar,Cafes and Restaurants,Seats - Outdoor,48,144.9673357,-37.8013745
2023,Carlton,Piccolo Mondo,Cafes and Restaurants,Seats - Outdoor,28,144.9672444,-37.80158017
2023,Carlton,Thai City Restaurant,Cafes and Restaurants,Seats - Indoor,90,144.966702,-37.8044377
2023,Carlton,Ying Thai 2,Cafes and Restaurants,Seats - Outdoor,20,144.966702,-37.8044377
2023,Carlton,Saigon Pho Carlton,Cafes and Restaurants,Seats - Indoor,35,144.966702,-37.8044377
2023,Carlton,T Theory,Takeaway Food Services,Seats - Indoor,15,144.9627823,-37.80429627
2023,North Melbourne,Bobbie Peels,"Pubs, Taverns and Bars",Seats - Indoor,70,144.9559534,-37.80395447
2023,North Melbourne,The Rice Cooker,Cafes and Restaurants,Seats - Outdoor,10,144.9551774,-37.8006772
2023,North Melbourne,Avist Cafe,Cafes and Restaurants,Seats - Indoor,40,144.952707,-37.79844228
2023,West Melbourne (Residential),The Kathmandu Cottage,Cafes and Restaurants,Seats - Indoor,60,144.9497924,-37.80539264
2023,West Melbourne (Residential),Jusik The Korean Restaurant,Cafes and Restaurants,Seats - Indoor,20,144.9554126,-37.80717884
2023,West Melbourne (Residential),Hello Jose,Cafes and Restaurants,Seats - Outdoor,40,144.9555841,-37.80619762
2023,Kensington,Sahara Restaurant,Cafes and Restaurants,Seats - Indoor,60,144.9315306,-37.79484964
2023,Kensington,Kenny's Charcoal Chicken,Takeaway Food Services,Seats - Indoor,12,144.9295057,-37.79455872
2023,Kensington,Local Folk Cafe,Cafes and Restaurants,Seats - Indoor,45,144.9255963,-37.79223942
2023,East Melbourne,The Grey Smith,Cafes and Restaurants,Seats - Outdoor,6,144.985961,-37.81622383
2023,East Melbourne,My Sushi Japanese Cafe,Cafes and Restaurants,Seats - Indoor,22,144.9848349,-37.81608712
2023,East Melbourne,KereKere Green,Cafes and Restaurants,Seats - Indoor,40,144.9804598,-37.81296299
2023,East Melbourne,Mugs Alley,Cafes and Restaurants,Seats - Indoor,40,144.9759449,-37.81647145
2023,Melbourne (Remainder),Japan Inn Gourmet Sushi,Cafes and Restaurants,Seats - Indoor,8,144.9770551,-37.83852859
2023,Melbourne (Remainder),Moody Brew Coffee Bar,Cafes and Restaurants,Seats - Outdoor,15,144.9770551,-37.83852859
2023,Southbank,10 Hoff Cafe,Cafes and Restaurants,Seats - Indoor,30,144.9635736,-37.82572543
2023,Southbank,Pawa Cafe & Bar,Cafes and Restaurants,Seats - Outdoor,20,144.9681703,-37.82094204
2023,Southbank,Sake Restaurant and Bar,Cafes and Restaurants,Seats - Outdoor,70,144.9681703,-37.82094204
2023,Southbank,Melba Restaurant,Cafes and Restaurants,Seats - Indoor,220,144.9663031,-37.82071824
2023,Melbourne (Remainder),Southside On St Kilda,Cafes and Restaurants,Seats - Outdoor,24,144.9775339,-37.83909802
2023,Port Melbourne,Lai Cafe,Cafes and Restaurants,Seats - Outdoor,8,144.9253878,-37.82302799
